title,author,url
Gorillas in the Mist,"Fossey, Dian",www.abebooks.com/servlet/BookDetailsPL?bi=32070900971&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_49-_-bdp
"The Silent Meow: A Manual for Kittens, Strays, and Homeless Cats","Gallico, Paul",www.abebooks.com/servlet/BookDetailsPL?bi=32118472764&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_50-_-bdp
On Animals,"Orlean, Susan",www.abebooks.com/servlet/BookDetailsPL?bi=32398075490&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_51-_-bdp
"A Field Guide to the Raptors of Europe, the Middle East, and North Africa","Clark, William S.",www.abebooks.com/servlet/BookDetailsPL?bi=31752152005&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_52-_-bdp
George: A Magpie Memoir,"Hughes, Frieda",www.abebooks.com/servlet/BookDetailsPL?bi=31795993619&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_53-_-bdp
James Herriot's Dog Stories,"Herriot, James",www.abebooks.com/servlet/BookDetailsPL?bi=31786568393&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_54-_-bdp
"Welcome to Subirdia: Sharing Our Neighborhoods with Wrens, Robins, Woodpeckers, and Other Wildlife","Marzluff, John M.",www.abebooks.com/servlet/BookDetailsPL?bi=30894577568&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_55-_-bdp
The Hidden Life of Dogs,"Thomas, Elizabeth Marshall",www.abebooks.com/servlet/BookDetailsPL?bi=975966811&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_56-_-bdp
The Birds of Vancouver Island's West Coast,"Dorst, Adrian",www.abebooks.com/servlet/BookDetailsPL?bi=32248744076&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_57-_-bdp
The Complete Kerry Blue Terrior,"Montgomery, E. S.",www.abebooks.com/servlet/BookDetailsPL?bi=22903055879&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_58-_-bdp
Blackbirds of the Americas,Gordon Orians,www.abebooks.com/servlet/BookDetailsPL?bi=30116158112&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_59-_-bdp
Under the Henfluence: Inside the World of Backyard Chickens and the People Who Love Them,"Danovich, Tove",www.abebooks.com/servlet/BookDetailsPL?bi=32263140520&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_60-_-bdp
Christies October 1999 Corkscrews The Watney Collection,Christie's,www.abebooks.com/servlet/BookDetailsPL?bi=30008039424&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_1-_-bdp
Christies 2005 Wine from the Hospices de Beaune,Christie's,www.abebooks.com/servlet/BookDetailsPL?bi=30430890590&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_2-_-bdp
Sothebys June 2006 A Magnificent Bordeaux Cellar in Aid of the Charles-Albert Fr,Sothebys,www.abebooks.com/servlet/BookDetailsPL?bi=31398885844&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_3-_-bdp
Bonhams November 2018 Fine & Rare Wines,Bonhams,www.abebooks.com/servlet/BookDetailsPL?bi=31398891244&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_4-_-bdp
Christies May 2003 Corkscrews The Keith Elliott Collection & Various Properties,Christie's,www.abebooks.com/servlet/BookDetailsPL?bi=30011980015&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_5-_-bdp
Sothebys October 2006 Finest & Rarest Wines Featuring A Great Continental Cellar,Sothebys,www.abebooks.com/servlet/BookDetailsPL?bi=31398892237&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_6-_-bdp
Sothebys September 1985 Cape Independent Winemakers' Guild - Rare Cape Wines,Sothebys,www.abebooks.com/servlet/BookDetailsPL?bi=21977353189&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_7-_-bdp
Christies November 2017 Finest & Rarest Wines and Spirits,Christie's,www.abebooks.com/servlet/BookDetailsPL?bi=31398887601&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_8-_-bdp
Christies November 2016 Finest & Rarest Wines,Christie's,www.abebooks.com/servlet/BookDetailsPL?bi=31398889485&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_9-_-bdp
Bonhams March 2018 The Whisky Sale,Bonhams,www.abebooks.com/servlet/BookDetailsPL?bi=31398885842&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_10-_-bdp
"Sothebys June 2006 Finest and Rarest Wines, Spirits & Vintage Port",Sothebys,www.abebooks.com/servlet/BookDetailsPL?bi=31398894146&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_11-_-bdp
Sothebys 1999 James Tait Collection The Millennium Sale,Sothebys,www.abebooks.com/servlet/BookDetailsPL?bi=21976067299&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_12-_-bdp
"Christies Oct 1987 Bresciani Collection, Finest & Rarest Wines",Christie's,www.abebooks.com/servlet/BookDetailsPL?bi=21976675146&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_13-_-bdp
Bonhams June 2016 The Whisky Sale,Bonhams,www.abebooks.com/servlet/BookDetailsPL?bi=31398893255&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_14-_-bdp
Sothebys December 2001 Finest and Rarest Wines & Spirits,Sothebys,www.abebooks.com/servlet/BookDetailsPL?bi=31398887602&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_15-_-bdp
Christies November 2018 Finest & Rarest Wines,Christie's,www.abebooks.com/servlet/BookDetailsPL?bi=31398890477&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_16-_-bdp
Sothebys March 2007 The Adrian Bowden Cellar Part II Finest & Rarest Wines,Sothebys,www.abebooks.com/servlet/BookDetailsPL?bi=31398885843&cm_sp=collections-_-62ZVeYsXNqVX6BRpD9kwgV_item_1_17-_-bdp
"Florida Real Estate Principles, Practices & Law","Crawford, Linda L.",www.abebooks.com/servlet/BookDetailsPL?bi=31478028846&cm_sp=collections-_-rifJyV5WKcvIeJPlEndEW_item_1_1-_-bdp
"Florida Real Estate Principles, Practices & Law","Crawford, Linda L.",www.abebooks.com/servlet/BookDetailsPL?bi=31471777080&cm_sp=collections-_-rifJyV5WKcvIeJPlEndEW_item_1_2-_-bdp
Florida Real Estate Exam Manual for Sales Associates and Brokers,"Crawford, Linda L.",www.abebooks.com/servlet/BookDetailsPL?bi=31472000714&cm_sp=collections-_-rifJyV5WKcvIeJPlEndEW_item_1_3-_-bdp
Recruiting Revolution in Real Estate: Finding and Keeping Top-Quality Agents,"Johnson, Carol",www.abebooks.com/servlet/BookDetailsPL?bi=30649415999&cm_sp=collections-_-rifJyV5WKcvIeJPlEndEW_item_1_4-_-bdp
Florida: Real Estate Exam Manual for Sales Associates and Brokers,"Crawford, Linda L.",www.abebooks.com/servlet/BookDetailsPL?bi=30978958915&cm_sp=collections-_-rifJyV5WKcvIeJPlEndEW_item_1_5-_-bdp
A journey from Aleppo to Jerusalem in 1697,Henry Maundrell,www.abebooks.com/servlet/BookDetailsPL?bi=31584217548&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_1-_-bdp
Permanent Record: A Memoir of a Reluctant Whistleblower,"Snowden, Edward",www.abebooks.com/servlet/BookDetailsPL?bi=31585081482&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_2-_-bdp
In That Dawn (Volume Three of Story of a Life),Konstantin Paustovsky,www.abebooks.com/servlet/BookDetailsPL?bi=32224490052&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_3-_-bdp
On the Road to Babadag: Travels in the Other Europe,"Stasiuk, Andrzej",www.abebooks.com/servlet/BookDetailsPL?bi=31586286892&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_4-_-bdp
Mission Accomplished: SOE and Italy 1943-1945,David Stafford,www.abebooks.com/servlet/BookDetailsPL?bi=31689039958&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_5-_-bdp
My Manchester United Years: The Autobiography,Sir Bobby Charlton,www.abebooks.com/servlet/BookDetailsPL?bi=31694469324&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_6-_-bdp
The Tartar Khan's Englishman,"Ronay, Gabriel",www.abebooks.com/servlet/BookDetailsPL?bi=31584643247&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_7-_-bdp
Marching with Mao: A Biographical Journey,"Lindesay, William",www.abebooks.com/servlet/BookDetailsPL?bi=31680663611&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_8-_-bdp
Diary and Correspondence of Samuel Pepys Volume IV,Samuel Pepys,www.abebooks.com/servlet/BookDetailsPL?bi=31731289098&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_9-_-bdp
An Ace and His Angel: Memoirs of a WWII Fighter Pilot,"Hatch, Herbert Brooks",www.abebooks.com/servlet/BookDetailsPL?bi=31584210599&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_10-_-bdp
Disturbing the Peace: A Conversation with Karel Hvizdala,"Havel, Vaclav",www.abebooks.com/servlet/BookDetailsPL?bi=31584210855&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_11-_-bdp
"Thanks for the Memory: Unforgettable Characters in Air Warfare, 1939-45","LUCAS, Laddie",www.abebooks.com/servlet/BookDetailsPL?bi=31680664302&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_12-_-bdp
Diary and Correspondence of Samuel Pepys Volume II,Samuel Pepys,www.abebooks.com/servlet/BookDetailsPL?bi=31731286331&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_13-_-bdp
Napoleon's Memoirs,"Napoleon I, Edited by Somerset De Chair",www.abebooks.com/servlet/BookDetailsPL?bi=31767044941&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_14-_-bdp
Casanova's Memoirs,"Casanova - Edited by Joseph Monet, Drawings by Vincente M...",www.abebooks.com/servlet/BookDetailsPL?bi=31781821568&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_15-_-bdp
Lydia and Maynard: Letters of Lydia Lopokova and John Maynard Keynes,"Lopokova, Lydia; Keynes, John Maynard",www.abebooks.com/servlet/BookDetailsPL?bi=32075436109&cm_sp=collections-_-1ZUoIl78x9a30FqfmSeB56_item_1_16-_-bdp
Voltron HD 66 oversize flat,"Smith, David, with Giovanni Carandente & Ugo MulasVoltron",www.abebooks.com/servlet/BookDetailsPL?bi=22524556762&cm_sp=collections-_-2plafyPOnPYTOhL0n1DRtB_item_1_1-_-bdp
The Journal and Catalogue of the Exhibition Entitled Sculpture and Carl Milles Held at the Instit...,"Plaut, James S.",www.abebooks.com/servlet/BookDetailsPL?bi=6256140918&cm_sp=collections-_-2plafyPOnPYTOhL0n1DRtB_item_1_2-_-bdp
"National Sculpture Review, Volume XII No. 1, Spring 1963","Block, Adolphe et al.",www.abebooks.com/servlet/BookDetailsPL?bi=10588629730&cm_sp=collections-_-2plafyPOnPYTOhL0n1DRtB_item_1_3-_-bdp
"National Sculpture Review, Volume XII, No. 2 Summer 1963",Block Adolph,www.abebooks.com/servlet/BookDetailsPL?bi=10588629731&cm_sp=collections-_-2plafyPOnPYTOhL0n1DRtB_item_1_4-_-bdp
"National Sculpture Review, Volume XI No. 4, Winter 1962-3","Block, Adolphe et al.",www.abebooks.com/servlet/BookDetailsPL?bi=10588629729&cm_sp=collections-_-2plafyPOnPYTOhL0n1DRtB_item_1_5-_-bdp
"National Sculpture Review, Volume XI, No. 3 Fall 1962","Block, Adolphe et al.",www.abebooks.com/servlet/BookDetailsPL?bi=10588629728&cm_sp=collections-_-2plafyPOnPYTOhL0n1DRtB_item_1_6-_-bdp
"National Sculpture Review, Volume XI, No. 1 Spring 1962.","Block, Adolphe et al.",www.abebooks.com/servlet/BookDetailsPL?bi=10588629727&cm_sp=collections-_-2plafyPOnPYTOhL0n1DRtB_item_1_7-_-bdp
"National Sculpture Review, Volume XII No. 3, Fall 1963.","Block, Adolphe et al.",www.abebooks.com/servlet/BookDetailsPL?bi=10588629732&cm_sp=collections-_-2plafyPOnPYTOhL0n1DRtB_item_1_8-_-bdp
The Magic of You (Malory Novels),"Lindsey, Johanna",www.abebooks.com/servlet/BookDetailsPL?bi=32363812055&cm_sp=collections-_-5Ed9631EbWnBvVyFPn4DqJ_item_1_1-_-bdp
Love Only Once: A Malory Novel,"Lindsey, Johanna",www.abebooks.com/servlet/BookDetailsPL?bi=32364046577&cm_sp=collections-_-5Ed9631EbWnBvVyFPn4DqJ_item_1_2-_-bdp
The Ungrateful Governess,"Balogh, Mary",www.abebooks.com/servlet/BookDetailsPL?bi=32381566738&cm_sp=collections-_-5Ed9631EbWnBvVyFPn4DqJ_item_1_3-_-bdp
Courting Julia (Signet Regency Romance),"Balogh, Mary",www.abebooks.com/servlet/BookDetailsPL?bi=32381562714&cm_sp=collections-_-5Ed9631EbWnBvVyFPn4DqJ_item_1_4-_-bdp
An Honorable Offer,Catherine Coulter,www.abebooks.com/servlet/BookDetailsPL?bi=32368021275&cm_sp=collections-_-5Ed9631EbWnBvVyFPn4DqJ_item_1_5-_-bdp
"Passions In The Sand (Bantam Books, 41)",Barbara Cartland,www.abebooks.com/servlet/BookDetailsPL?bi=32368023295&cm_sp=collections-_-5Ed9631EbWnBvVyFPn4DqJ_item_1_6-_-bdp
The Ghost Who Fell in Love,Barbara Cartland,www.abebooks.com/servlet/BookDetailsPL?bi=32381566759&cm_sp=collections-_-5Ed9631EbWnBvVyFPn4DqJ_item_1_7-_-bdp
The Duke and the Preacher's Daughter #96,Barbara Cartland,www.abebooks.com/servlet/BookDetailsPL?bi=32381570785&cm_sp=collections-_-5Ed9631EbWnBvVyFPn4DqJ_item_1_8-_-bdp
"OTHER WORLDS Science Stories: May 1950. Vol. 1, No. 4.","Palmer, Raymond A., editor. S. J. Byrne (Stuart James Byr...",www.abebooks.com/servlet/BookDetailsPL?bi=32251115590&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_1-_-bdp
"OTHER WORLDS Science Stories: March 1952. Volume 4, Number 2. Issue No 17.","Palmer, Raymond A., editor. S. J. Byrne (Stuart James Byr...",www.abebooks.com/servlet/BookDetailsPL?bi=32251130295&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_2-_-bdp
"STAR SCIENCE FICTION: January / Jan. 1958, Vol. 1, No. 1.","Pohl, Frederik, editor, signed.",www.abebooks.com/servlet/BookDetailsPL?bi=31995866132&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_3-_-bdp
"GOLDEN FLEECE in Amazing Stories magazine. September 1988, Volume 63, Number 3.","Sawyer, Robert J.",www.abebooks.com/servlet/BookDetailsPL?bi=19364682275&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_4-_-bdp
ASIMOV'S SCIENCE FICTION MAGAZINE: Vol. 14 No. 11 & 12 (#162 & 163) November 1990. Double Issue.,"[ Robinson, Kim Stanley, signed] Gardner Dozois, editor. ...",www.abebooks.com/servlet/BookDetailsPL?bi=19728393481&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_5-_-bdp
"OTHER WORLDS Science Stories: JULY 1952. Volume 4, Number 5. Issue No 20.","Palmer, Raymond A., editor. S. J. Byrne aka Howard Dare (...",www.abebooks.com/servlet/BookDetailsPL?bi=32251129285&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_6-_-bdp
"WORLDS OF IF SCIENCE FICTION: July 1969, Vol. 19, No. 6.","Jakobsson, Ejler, editor: Charles Nuetzel, signed; Dean R...",www.abebooks.com/servlet/BookDetailsPL?bi=30651513084&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_7-_-bdp
"OTHER WORLDS Science Stories: June 1953. Volume 5, Number 6. Issue No 30.","Palmer, Raymond A., editor. S. J. Byrne (Stuart James Byr...",www.abebooks.com/servlet/BookDetailsPL?bi=32251123459&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_8-_-bdp
"'A Plague of Butterflies' in AMAZING SCIENCE FICTION STORIES, November 1981 (vol 28, no 3.)","Card, Orson Scott; Somtow Sucharitkul, Parke Godwin, Marv...",www.abebooks.com/servlet/BookDetailsPL?bi=30110306693&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_9-_-bdp
"ISAAC ASIMOV SCIENCE FICTION MAGAZINE, July 1990, Volume 14, Number 7: Whole No 158.","Resnick Mike, signed; Gardner Dozois, editor.",www.abebooks.com/servlet/BookDetailsPL?bi=32351782280&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_10-_-bdp
"ANALOG Science Fiction/ Science Fact: Vol. XCII, No. 5, January 1974.","Bova, Ben, editor (Robert A. Heinlein; William E. Cochran...",www.abebooks.com/servlet/BookDetailsPL?bi=32184932165&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_11-_-bdp
"LIFELOOP in ANALOG Science Fiction - Science Fact Magazine, October 1978. VOL XCVIII, No 10.","Bova,, Ben, editor; Card, Orson Scott , signed.",www.abebooks.com/servlet/BookDetailsPL?bi=32251113717&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_12-_-bdp
"THE MAGAZINE OF FANTASY AND SCIENCE FICTION, September - October 2012, Volume 132, Number 3 and 4.","Van Gelder, Gordon, editor. Ken Liu, signed.",www.abebooks.com/servlet/BookDetailsPL?bi=30939456974&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_13-_-bdp
"""JUPITER PROJECT"" in AMAZING SCIENCE FICTION Stories: September and November 1972, Volume 46, No ...","Benford, Gregory, signed. Ted White, editor.",www.abebooks.com/servlet/BookDetailsPL?bi=30651513083&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_14-_-bdp
"ANALOG Science Fiction/ Science Fact: Vol. XCII, No. 5, January 1974.","Bova, Ben, editor (Larry Niven, signed; Robert A. Heinlei...",www.abebooks.com/servlet/BookDetailsPL?bi=22720280718&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_15-_-bdp
"ISAAC ASIMOV SCIENCE FICTION MAGAZINE, December 1987, Volume 11, Number 12: Whole No 124.","Willis, Connie, signed; Harlan Ellison, Ben Bova, and oth...",www.abebooks.com/servlet/BookDetailsPL?bi=31999375600&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_16-_-bdp
"""In Our Hands, the Stars"" in ANALOG Science Fiction / Science Fact - December 1969, January and F...","Campbell, John W., editor; Harrison, Harry, signed.",www.abebooks.com/servlet/BookDetailsPL?bi=30449869439&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_17-_-bdp
"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): March 1983. Vol. 64, No. 3; Whole No. 382.","Ferman, Edward L., editor; Kim Stanley Robinson, signed.",www.abebooks.com/servlet/BookDetailsPL?bi=19607885846&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_18-_-bdp
"OTHER WORLDS Science Stories: July 1953. Volume 5, Number 7. Issue No 31.","Palmer, Raymond A., editor. S. J. Byrne (Stuart James Byr...",www.abebooks.com/servlet/BookDetailsPL?bi=32251126288&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_19-_-bdp
"""The Ringworld Engineers"" in GALILEO Magazine of Science & Fiction #15: November (Nov). 1979.","Ryan, Charles C., editor. Larry Niven and Connie Willis, ...",www.abebooks.com/servlet/BookDetailsPL?bi=32085848581&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_20-_-bdp
"""Muse"" in FANTASY AND SCIENCE FICTION, September 1969.","Koontz, Dean (signed); Zenna Henderson and others.",www.abebooks.com/servlet/BookDetailsPL?bi=31995866131&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_21-_-bdp
"THE MONKEYS THOUGHT TWAS ALL IN FUN in ANALOG Science Fiction - Science Fact Magazine, May 1979. ...","Schmidt, Stanley, editor; Card, Orson Scott , signed.",www.abebooks.com/servlet/BookDetailsPL?bi=32251119487&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_22-_-bdp
"OTHER WORLDS Science Stories: April 1952. Volume 4, Number 3. Issue No 18.","Palmer, Raymond A., editor. S. J. Byrne (Stuart James Byr...",www.abebooks.com/servlet/BookDetailsPL?bi=32251126287&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_23-_-bdp
"ISAAC ASIMOV SCIENCE FICTION MAGAZINE, January 1984, Volume 8, Number 1: Whole No 74.","Willis, Connie, signed; George Alec Effinger, Tannith Lee...",www.abebooks.com/servlet/BookDetailsPL?bi=31999379538&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_24-_-bdp
"HAPPY HEAD in ANALOG Science Fiction - Science Fact Magazine, April 1978. VOL XCVIII, No 4.","Bova,, Ben, editor; Card, Orson Scott , signed; Wilson Tu...",www.abebooks.com/servlet/BookDetailsPL?bi=31995855897&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_25-_-bdp
"""Came the Revolution"" by L. E. Modesitt, Jr in GALAXY SCIENCE FICTION, Vol. 38 #7 September 1977.","Baen, James, editor. Stephen Fabian, illustrator.",www.abebooks.com/servlet/BookDetailsPL?bi=31444858764&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_26-_-bdp
"AMAZING SCIENCE FICTION, JANUARY 1973. Vol. 46, No. 5.","Martin, George R. R., signed; Ted White, editor.",www.abebooks.com/servlet/BookDetailsPL?bi=31065172985&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_27-_-bdp
"ISAAC ASIMOV'S SCIENCE FICTION MAGAZINE August 1986. Volume 10, Number 8.","Swanwick, Michael, Harry Turtledove and Karen Joy Fowler,...",www.abebooks.com/servlet/BookDetailsPL?bi=3705336994&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_28-_-bdp
"ISAAC ASIMOV SCIENCE FICTION MAGAZINE, April 1983, Volume 7, Number 4: 6th Anniversary Issue.","Willis, Connie, signed; Lewis Shiner, Jack McDevit, Brian...",www.abebooks.com/servlet/BookDetailsPL?bi=31995863188&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_29-_-bdp
"""IN THE SHIELD"" in Worlds of If Science Fiction Magazine, January 1969, Vol. 19, No. 1, Issue 134.","Koontz, Dean; Frederik Pohl, editor.",www.abebooks.com/servlet/BookDetailsPL?bi=22506299924&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_30-_-bdp
"OTHER WORLDS Science Stories: September (Sept) 1950. Volume 2, Number 2. Issue No 6.","Palmer, Raymond A., editor. S. J. Byrne (Stuart James Byr...",www.abebooks.com/servlet/BookDetailsPL?bi=32251123458&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_31-_-bdp
"LOCUS: The Magazine of the Science Fiction and Fantasy Field, Issue 552, Vol. 58, No. 1. January ...","Brown, Charles N., editor; Jeff VanderMeer, signed.",www.abebooks.com/servlet/BookDetailsPL?bi=31360659180&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_32-_-bdp
ASIMOV'S SCIENCE FICTION MAGAZINE: Vol. 25 No. 3 (#302) March 2001.,"Gardner Dozois, editor. (R. Garcia y Robertson and Lisa G...",www.abebooks.com/servlet/BookDetailsPL?bi=30377026220&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_33-_-bdp
"LOCUS: The Magazine of the Science Fiction and Fantasy Field, Issue 549, Vol. 57, No. 4. October ...","Brown, Charles N., editor; Paul Park, signed.",www.abebooks.com/servlet/BookDetailsPL?bi=31360659179&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_34-_-bdp
"'Eye for Eye' and 'Images' in ISAAC ASIMOV'S SCIENCE FICTION, March 1987 (vol 11, no 3.)","Card, Orson Scott, signed; Harry Turtledove, signed, Shar...",www.abebooks.com/servlet/BookDetailsPL?bi=31995860430&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_35-_-bdp
"ISAAC ASIMOV SCIENCE FICTION MAGAZINE, May 1986, Volume 10, Number 5: Whole No 104.","Willis, Connie, signed; James Tiptree, Jr, and others,",www.abebooks.com/servlet/BookDetailsPL?bi=31999372635&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_36-_-bdp
"ORBIT SCIENCE FICTION - Vol. 1, No. 5","Saltman, Jules, editor; Phillip K. Dick, Jack Vance, Augu...",www.abebooks.com/servlet/BookDetailsPL?bi=32227365588&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_37-_-bdp
"GALAXY SCIENCE FICTION MAGAZINE - Six Issues: December 1950; May and July 1951; May, October and ...","Gold, H. L., editor; Theodore Sturgeon, Isaac Asimov, Jam...",www.abebooks.com/servlet/BookDetailsPL?bi=31098053432&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_38-_-bdp
"AMAZING STORIES: NOVEMBER 1946 (NOV.), Vol. 20, No. 8","Palmer, Raymond A. editor; Richard Shaver & Bob McKenna; ...",www.abebooks.com/servlet/BookDetailsPL?bi=31945206731&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_39-_-bdp
THE HAUNTED EARTH.,"Koontz, Dean R.",www.abebooks.com/servlet/BookDetailsPL?bi=16698700508&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_40-_-bdp
"SCIENCE FICTION DIGEST VOL. 1, NO. 2.","Chester Whitehorn, editor, Eartha Kitt, Robert Sheckley, ...",www.abebooks.com/servlet/BookDetailsPL?bi=30381633708&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_41-_-bdp
"THE TWELFTH BED in The Magazine of Fantasy and Science Fiction, August 1968.","Koontz, Dean, Piers Anthony, Samuel R. Delany, Judith Mer...",www.abebooks.com/servlet/BookDetailsPL?bi=1307565986&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_42-_-bdp
"TO BEHOLD THE SUN in The Magazine of Fantasy and Science Fiction, December 1967, Volume 33, Numbe...","Koontz, Dean, J. G. Ballard, and others.",www.abebooks.com/servlet/BookDetailsPL?bi=967580885&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_43-_-bdp
"A THIRD HAND in The Magazine of Fantasy and Science Fiction, January 1970.","Koontz, Dean, Edgar P. Pangborn, Gene Wolfe, Isaac Asimov...",www.abebooks.com/servlet/BookDetailsPL?bi=1307565984&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_44-_-bdp
"A THIRD HAND in The Magazine of Fantasy and Science Fiction, January 1970.","Koontz, Dean, Edgar P. Pangborn, Gene Wolfe, Isaac Asimov...",www.abebooks.com/servlet/BookDetailsPL?bi=967595274&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_45-_-bdp
"""Muse"" in FANTASY AND SCIENCE FICTION, September 1969.","Koontz, Dean; Zenna Henderson and others.",www.abebooks.com/servlet/BookDetailsPL?bi=967588716&cm_sp=collections-_-13CUsEoS8huGssiePgCAVo_item_1_46-_-bdp
