title,author,url
The Forbidden Game: The Hunter; The Chase; The Kil,"Smith, L.J.",www.abebooks.com/servlet/BookDetailsPL?bi=31572043616&cm_sp=collections-_-1mcAw4zU90e1LI3VYnXl3k_item_1_57-_-bdp
"Secret Of The Fortune Wookiee, The","Angleberger, Tom",www.abebooks.com/servlet/BookDetailsPL?bi=32366282356&cm_sp=collections-_-1mcAw4zU90e1LI3VYnXl3k_item_1_58-_-bdp
Guts,"Paulsen, Gary",www.abebooks.com/servlet/BookDetailsPL?bi=31572078875&cm_sp=collections-_-1mcAw4zU90e1LI3VYnXl3k_item_1_59-_-bdp
"Foreshadowing, The","Sedgwick, Marcus",www.abebooks.com/servlet/BookDetailsPL?bi=31571841430&cm_sp=collections-_-1mcAw4zU90e1LI3VYnXl3k_item_1_60-_-bdp
WONDER STRUCK,BRIAN SELZNICK,www.abebooks.com/servlet/BookDetailsPL?bi=32329877508&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_1-_-bdp
THE WIND IN THE WILLOWS,KENNETH GRAHAME,www.abebooks.com/servlet/BookDetailsPL?bi=32118570703&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_2-_-bdp
WONDER STRUCK (Advance Reader's Copy),BRIAN SELZNICK,www.abebooks.com/servlet/BookDetailsPL?bi=32264686530&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_3-_-bdp
MISS PEREGRINE'S PECULIAR CHILDREN BOXED SET: Miss Peregrine's Peculiar Children; Hollow City; Li...,RANSOM RIGGS,www.abebooks.com/servlet/BookDetailsPL?bi=31711004333&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_4-_-bdp
THE FIRE KEEPER,J. C. CERVANTES,www.abebooks.com/servlet/BookDetailsPL?bi=32361634393&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_5-_-bdp
BEASTS AND BEAUTY: Dangerous Tales,SOMAN CHAINANI,www.abebooks.com/servlet/BookDetailsPL?bi=32114863442&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_6-_-bdp
ASSASSIN'S HEART,SARAH AHIERS,www.abebooks.com/servlet/BookDetailsPL?bi=32298828106&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_7-_-bdp
HARLEY MERLIN AND THE FIRST RITUAL,BELLA FORREST,www.abebooks.com/servlet/BookDetailsPL?bi=32378681220&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_8-_-bdp
HARLEY MERLIN AND THE CHALLENGE OF CHAOS,BELLA FORREST,www.abebooks.com/servlet/BookDetailsPL?bi=32378894890&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_9-_-bdp
HARLEY MERLIN AND THE STOLEN MAGICALS,BELLA FORREST,www.abebooks.com/servlet/BookDetailsPL?bi=32378673821&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_10-_-bdp
THE SERPENT'S SHADOW (Include's The Ancient Scroll),RICK RIORDAN,www.abebooks.com/servlet/BookDetailsPL?bi=32386540544&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_11-_-bdp
DICK O' THE FENS: A TALE OF THE GREAT EAST SWAMP,G. MANVILLE FENN,www.abebooks.com/servlet/BookDetailsPL?bi=32124540849&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_12-_-bdp
HARLEY MERLIN AND THE BROKEN SPELL,BELLA FORREST,www.abebooks.com/servlet/BookDetailsPL?bi=32378681344&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_13-_-bdp
HARLEY MERLIN AND THE CULT OF ERIS,BELLA FORREST,www.abebooks.com/servlet/BookDetailsPL?bi=32378883573&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_14-_-bdp
HARLEY MERLIN AND THE MYSTERY TWINS,BELLA FORREST,www.abebooks.com/servlet/BookDetailsPL?bi=32378669980&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_15-_-bdp
HARLEY MERLIN AND THE SECRET COVER,BELLA FORREST,www.abebooks.com/servlet/BookDetailsPL?bi=32378671694&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_16-_-bdp
HARLEY MERLIN AND THE DETECTOR FIX,BELLA FORREST,www.abebooks.com/servlet/BookDetailsPL?bi=32378877098&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_17-_-bdp
THE KNIGHT OF THE RED BEARD,ANDRE NORTON AND SASHA MILLER,www.abebooks.com/servlet/BookDetailsPL?bi=32250301031&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_18-_-bdp
HARLEY MERLIN AND THE MORTAL PACT,BELLA FORREST,www.abebooks.com/servlet/BookDetailsPL?bi=32378890156&cm_sp=collections-_-1dP8sdLeZyAafnA8nnaQ8m_item_1_19-_-bdp
THE BOOK OF INDIANS; Illustrated by H. C. and Lucille Holling,"Holling, Holling C.",www.abebooks.com/servlet/BookDetailsPL?bi=30776986897&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_1-_-bdp
SOUTH PACIFIC; BY James A. Michener (as Told by); Based on Rogers and Hammerstein,"MICHENER, JAMES A.",www.abebooks.com/servlet/BookDetailsPL?bi=31377460168&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_2-_-bdp
GOODY HALL; Story and Pictures by Natalie Babbitt,"Babbitt, Natalie",www.abebooks.com/servlet/BookDetailsPL?bi=31351650193&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_3-_-bdp
THE NUTCRACKER MICE; Kristin Kladstrup / illustrated by Brett Helquist,"Kladstrup, Kristin",www.abebooks.com/servlet/BookDetailsPL?bi=31061698892&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_4-_-bdp
VICARIOUS; Paula Stokes,"Stokes, Paula",www.abebooks.com/servlet/BookDetailsPL?bi=30607301866&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_5-_-bdp
THE INITIAL INSULT,"McGinnis, Mindy",www.abebooks.com/servlet/BookDetailsPL?bi=31149432427&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_6-_-bdp
LOVELY WAR,"Berry, Julie",www.abebooks.com/servlet/BookDetailsPL?bi=31450093542&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_7-_-bdp
MATRIX,"Lauren, Groff",www.abebooks.com/servlet/BookDetailsPL?bi=31212319681&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_8-_-bdp
PRIDE; Ibi Zoboi,"Zoboi, Ibi",www.abebooks.com/servlet/BookDetailsPL?bi=30595982963&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_9-_-bdp
CALICO AND TIN HORNS; Candace Christiansen,"Christiansen, Candace / Thomas Locker, artist",www.abebooks.com/servlet/BookDetailsPL?bi=32076513317&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_10-_-bdp
UNDER THE PERSIMMON TREE,"Staples, Suzanne Fisher",www.abebooks.com/servlet/BookDetailsPL?bi=30831213251&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_11-_-bdp
TURTLES ALL THE WAY DOWN,"Green, John",www.abebooks.com/servlet/BookDetailsPL?bi=30458560708&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_12-_-bdp
BRIDGE OF CLAY,"Zusak, Markus",www.abebooks.com/servlet/BookDetailsPL?bi=31472835729&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_13-_-bdp
CHAIN OF GOLD; The Last Hours / Book One,"Clare, Cassandra",www.abebooks.com/servlet/BookDetailsPL?bi=31840349947&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_14-_-bdp
INSURGENT; Collector's Edition,"Roth, Veronica",www.abebooks.com/servlet/BookDetailsPL?bi=31061709151&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_15-_-bdp
THE COMEBACK SEASON,"Smith, Jennifer E.",www.abebooks.com/servlet/BookDetailsPL?bi=30528981953&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_16-_-bdp
THE LANGUAGE OF THORNS; Midnight Tales and Dangerous Magic / Illustrated by Sara Kipin,"Bardugo, Leigh",www.abebooks.com/servlet/BookDetailsPL?bi=32075306949&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_17-_-bdp
THE FALLEN,"Higson, Charlie",www.abebooks.com/servlet/BookDetailsPL?bi=31254397439&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_18-_-bdp
TIME OUT OF TIME; Beyond the Door,"McQuerry, Maureen Doyle",www.abebooks.com/servlet/BookDetailsPL?bi=30909757181&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_19-_-bdp
THE STRANGE FASCINATIONS OF NOAH HYPNOTIK,"Arnold, David",www.abebooks.com/servlet/BookDetailsPL?bi=31212483360&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_20-_-bdp
TO BEST THE BOYS,"Weber, Mary",www.abebooks.com/servlet/BookDetailsPL?bi=30811183503&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_21-_-bdp
THE CHRONICLES OF ØREN; Cover design by Libby Caruth Krock / By Alan St. Jean,"St. Jean, Alan",www.abebooks.com/servlet/BookDetailsPL?bi=30610685902&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_22-_-bdp
THE MAGICIAN; a novel by Sol Stein,"Stein, Sol",www.abebooks.com/servlet/BookDetailsPL?bi=30607008502&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_23-_-bdp
I HAVE LOST MY WAY,"Forman, Gayle",www.abebooks.com/servlet/BookDetailsPL?bi=30458565549&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_24-_-bdp
MEMOIRS OF A TEENAGE AMNESIAC,"Zevin, Gabrielle",www.abebooks.com/servlet/BookDetailsPL?bi=32221494378&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_25-_-bdp
KOPP SISTERS ON THE MARCH,"Amy, Stewart",www.abebooks.com/servlet/BookDetailsPL?bi=32024000210&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_26-_-bdp
A CONSPIRACY OF STARS,"Cole, Olivia A.",www.abebooks.com/servlet/BookDetailsPL?bi=30339162739&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_27-_-bdp
THE CASUAL VACANCY; and The Goblet of Fire / J.K. Rowling,"Rowling, J. K.",www.abebooks.com/servlet/BookDetailsPL?bi=30551638725&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_28-_-bdp
THE TEMPEST; Retold by Ann Keay Beneduce / Illustrated by Gennady Spirin,"[SHAKESPEARE] Beneduce, Ann Keay",www.abebooks.com/servlet/BookDetailsPL?bi=30525204931&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_29-_-bdp
THE STORY OF CRAZY HORSE; By Enid Lamonte Meadowcroft / Illustrated by William Reusswig,"Meadowcroft, Enid Lamonte",www.abebooks.com/servlet/BookDetailsPL?bi=30947006954&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_30-_-bdp
HAWAII; by Oscar Lewis / Illustrated by Stephen Medvey,"Lewis, Oscar",www.abebooks.com/servlet/BookDetailsPL?bi=30875409510&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_31-_-bdp
TRACKERS OF THE FOG PACK; or Jack Ralston Flying Blind,"Newcomb, Ambrose",www.abebooks.com/servlet/BookDetailsPL?bi=30753687743&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_32-_-bdp
"MOONRAKER; or, The Female Pirate and Her Friends / By F. Tennyson Jesse","Jesse, F. Tennyson",www.abebooks.com/servlet/BookDetailsPL?bi=30354375425&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_33-_-bdp
ROY ROGERS AND THE BANDITS OF SAWTOOTH RIDGE; An original story featuring Roy Rogers famous motio...,"Miller, Snowdon",www.abebooks.com/servlet/BookDetailsPL?bi=30906126043&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_34-_-bdp
HARRY POTTER; and The Order of the Phoenix / By J.K. Rowling / Illustrations by Mary Grandpré,"Rowling, J.K.",www.abebooks.com/servlet/BookDetailsPL?bi=30532790269&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_35-_-bdp
STARRY MESSENGER; A book depicting the life of a famous scientist - mathematician - astronomer - ...,"Sis, Peter",www.abebooks.com/servlet/BookDetailsPL?bi=30642619116&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_36-_-bdp
THE REAL BOOK ABOUT BENJAMIN FRANKLIN; Illustrated by Herbert Danska / Edited by Helen hoke,"Epstein, Samuel and Beryl Williams",www.abebooks.com/servlet/BookDetailsPL?bi=30234943185&cm_sp=collections-_-1dFKzGZa4EgsceIVlVXZfY_item_1_37-_-bdp
Harry Potter Boxed Set [The Philosopher's Stone | The Chamber of Secrets | The Prisoner of Azkaban,"Rowling, J.K.",www.abebooks.com/servlet/BookDetailsPL?bi=31093988470&cm_sp=collections-_-1cVBAS6UgdrzQt8mkbfAKd_item_1_1-_-bdp
Lottie and Lisa | A Novel for Children,"Kastner, Erich",www.abebooks.com/servlet/BookDetailsPL?bi=30837351327&cm_sp=collections-_-1cVBAS6UgdrzQt8mkbfAKd_item_1_2-_-bdp
Scorpion,"James, Will",www.abebooks.com/servlet/BookDetailsPL?bi=32005506551&cm_sp=collections-_-1cVBAS6UgdrzQt8mkbfAKd_item_1_3-_-bdp
The Mystery of the Secret Band,"Lavell, Edith",www.abebooks.com/servlet/BookDetailsPL?bi=22457842853&cm_sp=collections-_-1cVBAS6UgdrzQt8mkbfAKd_item_1_4-_-bdp
The Tomorrow City,"Hughes, Monica",www.abebooks.com/servlet/BookDetailsPL?bi=31856156388&cm_sp=collections-_-1cVBAS6UgdrzQt8mkbfAKd_item_1_5-_-bdp
Mojo and the Russians,"Myers, Walter Dean",www.abebooks.com/servlet/BookDetailsPL?bi=32107668908&cm_sp=collections-_-1cVBAS6UgdrzQt8mkbfAKd_item_1_6-_-bdp
It Ain't All for Nothin',"Myers, Walter Dean",www.abebooks.com/servlet/BookDetailsPL?bi=32107667936&cm_sp=collections-_-1cVBAS6UgdrzQt8mkbfAKd_item_1_7-_-bdp
Castle Tourmandyne,"Hughes, Monica",www.abebooks.com/servlet/BookDetailsPL?bi=31885521374&cm_sp=collections-_-1cVBAS6UgdrzQt8mkbfAKd_item_1_8-_-bdp
Micro Man (Series Canada),"Kropp, Paul",www.abebooks.com/servlet/BookDetailsPL?bi=31832444280&cm_sp=collections-_-1cVBAS6UgdrzQt8mkbfAKd_item_1_9-_-bdp
Heartbreak High,"Sadiq, Nazneen",www.abebooks.com/servlet/BookDetailsPL?bi=32113519376&cm_sp=collections-_-1cVBAS6UgdrzQt8mkbfAKd_item_1_10-_-bdp
The Eye Single,"Merwin, Fannie Spaits",www.abebooks.com/servlet/BookDetailsPL?bi=30195318704&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_1-_-bdp
Harry Potter And The Half-Blood Prince,"Rowling, J.K.",www.abebooks.com/servlet/BookDetailsPL?bi=31473785634&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_2-_-bdp
Harry Potter and the Deathly Hallows (Book 7) (Deluxe Edition),"Rowling, J. K.",www.abebooks.com/servlet/BookDetailsPL?bi=32150429884&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_3-_-bdp
A Yellow Watermelon,"Dunagan, Ted M.",www.abebooks.com/servlet/BookDetailsPL?bi=31795026657&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_4-_-bdp
For the Love of Pete: An Orphan Train Story,Ethel Barker,www.abebooks.com/servlet/BookDetailsPL?bi=14137382077&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_5-_-bdp
Ace Hits the Big Time,"Murphy, Barbara;Wolkoff, Judie",www.abebooks.com/servlet/BookDetailsPL?bi=22558729702&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_6-_-bdp
Eafin Lokdore and the Magician's Lost Medallion,"Edwards, R. G.",www.abebooks.com/servlet/BookDetailsPL?bi=30237457992&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_7-_-bdp
The Wildsidhe Chronicles: Book 1 Welcome to the Wildsidhe,"Thomas, Patrick",www.abebooks.com/servlet/BookDetailsPL?bi=8317932102&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_8-_-bdp
"Moon-daughters, War-daughters, And Wizards","Mitchell, N. J. W.¢¢¢¢",www.abebooks.com/servlet/BookDetailsPL?bi=3222505220&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_9-_-bdp
The Wildsidhe Chronicles: Book 2: Double Cross,"Thomas, Patrick",www.abebooks.com/servlet/BookDetailsPL?bi=8126141473&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_10-_-bdp
Lo and Behold,"Lockwood, Myna",www.abebooks.com/servlet/BookDetailsPL?bi=22859179745&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_11-_-bdp
For the Love of Pete: An Orphan Train Story,"Barker, Ethel",www.abebooks.com/servlet/BookDetailsPL?bi=13491801662&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_12-_-bdp
The Wildsidhe Chronicles: Book 3: Dark Proposal,"Tracy, Judith",www.abebooks.com/servlet/BookDetailsPL?bi=8126141484&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_13-_-bdp
"The Wildsidhe Chronicles 6: Car Trouble, the Wildsidhe, Book 6","Cole, Myke",www.abebooks.com/servlet/BookDetailsPL?bi=8126141487&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_14-_-bdp
Vampire High: Sophomore Year,"Rees, Douglas",www.abebooks.com/servlet/BookDetailsPL?bi=4928810173&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_15-_-bdp
For the Love of Pete: An Orphan Train Story,"Barker, Ethel",www.abebooks.com/servlet/BookDetailsPL?bi=12743581154&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_16-_-bdp
"The Wildsidhe Chronicles 4: Legacy, the Wildsidhe, Book 4","Tracy, Judith",www.abebooks.com/servlet/BookDetailsPL?bi=8126141485&cm_sp=collections-_-1CRVDWq8FUXAchDDsbJlD7_item_1_17-_-bdp
Anne Rice's THE VAMPIRE LESTAT: 12 Issue Set,"Rice, Anne Adapted By Perozich, Faye",www.abebooks.com/servlet/BookDetailsPL?bi=31898785386&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_1-_-bdp
Interview With the Vampire,"Rice, Anne",www.abebooks.com/servlet/BookDetailsPL?bi=31072505618&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_2-_-bdp
Brothers to the Death : The Saga of Larten Crepsley Book Four,"Shan, Darren",www.abebooks.com/servlet/BookDetailsPL?bi=31043399812&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_3-_-bdp
Drawing Blood,"Brite, Poppy Z.",www.abebooks.com/servlet/BookDetailsPL?bi=5965969268&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_4-_-bdp
New Moon: WITH EXTRAS,"Meyer, Stephenie",www.abebooks.com/servlet/BookDetailsPL?bi=31380679100&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_5-_-bdp
New Moon,"Meyer, Stephenie",www.abebooks.com/servlet/BookDetailsPL?bi=32319768649&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_6-_-bdp
The Tale of the Body Thief,"Rice, Anne",www.abebooks.com/servlet/BookDetailsPL?bi=31456576909&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_7-_-bdp
The Tale of the Body Thief,"Rice, Anne",www.abebooks.com/servlet/BookDetailsPL?bi=5452418996&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_8-_-bdp
Vittorio the Vampire: New Tales of the Vampires,"Rice, Anne",www.abebooks.com/servlet/BookDetailsPL?bi=12503313732&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_9-_-bdp
Vittorio the Vampire: New Tales of the Vampires,"Rice, Anne",www.abebooks.com/servlet/BookDetailsPL?bi=16863582034&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_10-_-bdp
The Twelve: Book Two of the Passage Trilogy,"Cronin, Justin",www.abebooks.com/servlet/BookDetailsPL?bi=21620878367&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_11-_-bdp
New Moon,"Meyer, Stephenie",www.abebooks.com/servlet/BookDetailsPL?bi=31380685921&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_12-_-bdp
New Moon,"Meyer, Stephenie",www.abebooks.com/servlet/BookDetailsPL?bi=31273244614&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_13-_-bdp
The Queen of the Damned,"Rice, Anne",www.abebooks.com/servlet/BookDetailsPL?bi=31071822478&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_14-_-bdp
THE BLOOD COUNTESS,"CODRESCU,ANDREI",www.abebooks.com/servlet/BookDetailsPL?bi=1110251312&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_15-_-bdp
The Tale of the Body Thief,"Rice, Anne",www.abebooks.com/servlet/BookDetailsPL?bi=32380980235&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_16-_-bdp
The Tale of the Body Thief,"Rice, Anne",www.abebooks.com/servlet/BookDetailsPL?bi=148164208&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_17-_-bdp
Seduced By Moonlight,"Hamilton, Laurell K.",www.abebooks.com/servlet/BookDetailsPL?bi=2339341813&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_18-_-bdp
THE DIARIES OF THE FAMILY DRACUL: COVENANT WITH THE VAMPIRE/ LORD OF THE VAMPIRES/CHILDREN OF THE...,"KALOGRIDIS,JEANNE",www.abebooks.com/servlet/BookDetailsPL?bi=151712830&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_19-_-bdp
The Vampire Companion: The Official Guide to Anne Rice's the Vampire Chronicles,"Ramsland, Katherine w/Rice Anne",www.abebooks.com/servlet/BookDetailsPL?bi=3553900356&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_20-_-bdp
The Inquisition: Deus Vult,"Estes, Jim",www.abebooks.com/servlet/BookDetailsPL?bi=1360700693&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_21-_-bdp
"Baltimore or, The Steadfast Tin Soldier and the Vampire","Mignola,Mike and Golden,Christopher",www.abebooks.com/servlet/BookDetailsPL?bi=1120621860&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_22-_-bdp
Blood Is Not Enough: 17 Stories of Vampirism,"Datlow, Ellen-Editor",www.abebooks.com/servlet/BookDetailsPL?bi=153364288&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_23-_-bdp
THE UNAUTHORIZED ANNE RICE COMPANION,"BEAHM,GEORGE-EDITOR",www.abebooks.com/servlet/BookDetailsPL?bi=66005492&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_24-_-bdp
Crusader's Torch,"Yarbro, Chelsea Quinn",www.abebooks.com/servlet/BookDetailsPL?bi=936313476&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_25-_-bdp
A Stroke of Midnight,"Hamilton, Laurell K.",www.abebooks.com/servlet/BookDetailsPL?bi=2339341812&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_26-_-bdp
Vittorio the Vampire: New Tales of the Vampires,"Rice, Anne",www.abebooks.com/servlet/BookDetailsPL?bi=12503313741&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_27-_-bdp
Dracula's Diary,"Geare, Michael & Corby, Michael",www.abebooks.com/servlet/BookDetailsPL?bi=40636955&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_28-_-bdp
The Vampire Diaries The Return: Midnight Vol. 3,"Smith, L. J.",www.abebooks.com/servlet/BookDetailsPL?bi=13369495036&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_29-_-bdp
The Quorum,"Newman, Kim",www.abebooks.com/servlet/BookDetailsPL?bi=3167928143&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_30-_-bdp
THE NIGHT MAYOR,"Newman, Kim",www.abebooks.com/servlet/BookDetailsPL?bi=6872989&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_31-_-bdp
The Book of Props: Mind's Eye Theatre,"Juran, Mark and Donato, Fran",www.abebooks.com/servlet/BookDetailsPL?bi=1360700691&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_32-_-bdp
A Flame in Byzantium,"Yarbro, Chelsea Quinn",www.abebooks.com/servlet/BookDetailsPL?bi=32355302017&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_33-_-bdp
The Vampire Book: The Encyclopedia of the Undead,"Melton,J. Gordon",www.abebooks.com/servlet/BookDetailsPL?bi=871892483&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_34-_-bdp
Vampyre : The Terrifying Lost Journal of Dr. Cornelius Van Helsing,"Van Helsing, Cornelius and De Wolff, Gustav",www.abebooks.com/servlet/BookDetailsPL?bi=1269789804&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_35-_-bdp
Dracula,"Stoker, Bram",www.abebooks.com/servlet/BookDetailsPL?bi=1360728808&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_36-_-bdp
Mansions of Darkness: A Novel of Saint-Germain,"Yarbro, Chelsea Quinn",www.abebooks.com/servlet/BookDetailsPL?bi=968643194&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_37-_-bdp
The Bloody Red Baron,"Newman, Kim",www.abebooks.com/servlet/BookDetailsPL?bi=9120967190&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_38-_-bdp
THE UNAUTHORIZED ANNE RICE COMPANION,"BEAHM,GEORGE-EDITOR",www.abebooks.com/servlet/BookDetailsPL?bi=20735002&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_39-_-bdp
PRINCE DRACULA: SON OF THE DEVIL,"MYLES, DOUGLAS",www.abebooks.com/servlet/BookDetailsPL?bi=799190&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_40-_-bdp
Batman: Bloodstorm,"Moench, Doug",www.abebooks.com/servlet/BookDetailsPL?bi=149210362&cm_sp=collections-_-6vNHh0PZs5WZAyR4qMDAPp_item_1_41-_-bdp
